k*****a;4;Biasa aja, kirain tebal, tp pengiriman cepat banget. Makasih ya erigo
karlinawatie;4;Cepet banget proses nya hari itu jg lgsng di kirim pdhal pesen mlm hari..
karlinawatie;4;Cepet banget proses nya hari itu jg lgsng di kirim pdhal pesen mlm hari..
karlinawatie;4;Cepet banget proses nya hari itu jg lgsng di kirim pdhal pesen mlm hari..
d*****a;4;baguass lumayannn buatt hargaa seginiiiiiiiiiii bagussssssww was ed
d*****a;4;baguass lumayannn buatt hargaa seginiiiiiiiiiii bagussssssww was ed
d*****a;4;baguass lumayannn buatt hargaa seginiiiiiiiiiii bagussssssww was ed
d*****a;4;baguass lumayannn buatt hargaa seginiiiiiiiiiii bagussssssww was ed
ayudeviana712;4;Bagus banget bahannya lembut banget tebel lagi pengiriman juga cepet
a*****a;4;Belum dibuka dan blm dicoba, titipan cowok.. Semoga pas dan ngga kekecilan.. Fast respon orderannya..
nadiyalutfiana08;4;kualitas produk original produk original harga produk sangat baik kecepatan pengiriman baik
nadiyalutfiana08;4;kualitas produk original produk original harga produk sangat baik kecepatan pengiriman baik
m*****8;4;bagus bagus bagus bagus banget bahan tebel halus pengiriman cepat, terimakasih banyak seller
nadiyalutfiana08;4;kualitas produk original produk original harga produk sangat baik kecepatan pengiriman baik
m*****8;4;bagus bagus bagus bagus banget bahan tebel halus pengiriman cepat, terimakasih banyak seller
nadiyalutfiana08;4;kualitas produk original produk original harga produk sangat baik kecepatan pengiriman baik
m*****8;4;bagus bagus bagus bagus banget bahan tebel halus pengiriman cepat, terimakasih banyak seller
m*****8;4;bagus bagus bagus bagus banget bahan tebel halus pengiriman cepat, terimakasih banyak seller
malofe.beauty;4;Bagus banget, kainnya halus. Pengirimannya lumayan cepat lhah
w*****i;4;"Kualitas produk baik
Harga produk baik
Produkkk originalll"
m*****h;4;Mantuliti cucok sekalii belum di unboxing tapi nyatanya aku sukak dan semoga bagus aminn
malofe.beauty;4;Bagus banget, kainnya halus. Pengirimannya lumayan cepat lhah
w*****i;4;"Kualitas produk baik
Harga produk baik
Produkkk originalll"
m*****h;4;Mantuliti cucok sekalii belum di unboxing tapi nyatanya aku sukak dan semoga bagus aminn
malofe.beauty;4;Bagus banget, kainnya halus. Pengirimannya lumayan cepat lhah
w*****i;4;"Kualitas produk baik
Harga produk baik
Produkkk originalll"
m*****h;4;Mantuliti cucok sekalii belum di unboxing tapi nyatanya aku sukak dan semoga bagus aminn
e*****1;4;Sweater nya bagus lumayan tebell okelah ????( NO STICKERS )
malofe.beauty;4;Bagus banget, kainnya halus. Pengirimannya lumayan cepat lhah
w*****i;4;"Kualitas produk baik
Harga produk baik
Produkkk originalll"
m*****h;4;Mantuliti cucok sekalii belum di unboxing tapi nyatanya aku sukak dan semoga bagus aminn
e*****1;4;Sweater nya bagus lumayan tebell okelah ????( NO STICKERS )
m.vaisa;4;"Bagus banget cocok nyaman di pakai 
Sayang sekarang sudah tidak ada lagi stiker erigo lagi gak kayak kemaren dapat stiker 
Terima kasih erigo 
Go
Go
Go
"
asepmaulana55;4;"barang sudah sampai,  bahannya lumayan tapi cuma sedikit di jahitannya yg agak sayang..  sisa"" potongannya bbrp belum diguntingin. "
k*****0;4;Ehh baguss wehhhh bagus bagus bagus baguss...............
suzanzhantyxk;4;"Bagusss ya untuk pengirimanya cepattt




Ok udah gitu aja ya,gak tau mau nulis apa lagi"
k*****0;4;Ehh baguss wehhhh bagus bagus bagus baguss...............
suzanzhantyxk;4;"Bagusss ya untuk pengirimanya cepattt




Ok udah gitu aja ya,gak tau mau nulis apa lagi"
v*****_;4;Pengirimann cepat, barang baguss, harga diskon lagi, terimakasih.
j*****9;4;Untuk kesekian kalinya belanja disini, barang tidak ada yg cacat, terbaik lah pokoknya ??????
donidamarapulo;4;"barang aman tidak cacat
kualitas sesuai harga
pengiriman cepat"
pittoro10;4;"Langsung di boroongg...
Kereeeeen.. Adeeeeemmmm..
The best lah ERIGO ..........."
donidamarapulo;4;"barang aman tidak cacat
kualitas sesuai harga
pengiriman cepat"
inggridali;4;Alhamdulillah kualitas produk baik sesuai ekspektasi dan pengirimannya cepat
ayatullah_ola;4;Wow cepat sekali pengirimanya satu hari satu malam sudah sampai ?tapi sayang nya saya minta setiker nya tidak di kasih ??tapi Gpp mudah²han yang order satu nya di kasih ??
liarochma30;4;Semoga bisa jadi langganan lagi, pertahankan kualitas nya ya kak, lucu dapat stiker.
t*****k;4;untuk Tb/Bb 165/55  mnding pakai size xl aja..  :).. bagus produk nya.. cuma gua slah pilih pilih size aja ????.
liarochma30;4;Semoga bisa jadi langganan lagi, pertahankan kualitas nya ya kak, lucu dapat stiker.
nini_khairiani;4;"Bhaannya mantap.
Ukurannya pas. Recommended.kgbkkjggyyv
Cepet vanget nyampe"
liarochma30;4;Semoga bisa jadi langganan lagi, pertahankan kualitas nya ya kak, lucu dapat stiker.
nini_khairiani;4;"Bhaannya mantap.
Ukurannya pas. Recommended.kgbkkjggyyv
Cepet vanget nyampe"
liarochma30;4;Semoga bisa jadi langganan lagi, pertahankan kualitas nya ya kak, lucu dapat stiker.
nini_khairiani;4;"Bhaannya mantap.
Ukurannya pas. Recommended.kgbkkjggyyv
Cepet vanget nyampe"
nini_khairiani;4;"Bhaannya mantap.
Ukurannya pas. Recommended.kgbkkjggyyv
Cepet vanget nyampe"
n*****p;4;Pengiriman dan pengemasannya cepat tapi saya pesannya ukuran XL yang Dateng ukuran L lain kali dicek lagi ya kalau bahan, panjang baju untungnya masih muat. Selebihnya oke. Tokonya bagus untuk direkomendasikan ke orang banyak ?? 
r*****2;4;"Di tangan bagian bawah nya ada bulu-bulu gtuk
Kok enggak mulus yaa
Waduuhhh"
n*****3;4;Barang datang sesuai dengan pesanan dengan kualitas baik. terima kasih.
n*****3;4;Barang datang sesuai dengan pesanan dengan kualitas baik. terima kasih.
ihya_fahleci;4;Kondisi barang bagus .bahan jga lumayan sesuai dengan harga ,dan dingin pula pas di pake .minus di pengiriman  lama ,sama kurir nya aneh .dan ngk dapet stiker pdhl yg lain dapet ,tpi no problem 
isrinafauzia;4;Bagus banget, bakal repeat order di erigo lagi nih????
rudiarrrrrrr;4;terima kasji banuak kakak uda dateng smga lancar yaaaahahsh
m*****d;4;Bagus barang nya, harga pas. Dan pengiriman nya juga cepat. Suka bngt. Pas banget di pake. 
t*****.;4;"Baaaaaaaaaaaaaaaaguuuuuuuuuuuuuussss bahannya dan tebaaaaaaaaal sekaaaaaliiiiii..
"
zallvin;4;Keren pengiriman cepet baru kemarin mesen udah sampai kali ini ga dapet stiker nya ??
zallvin;4;Keren pengiriman cepet baru kemarin mesen udah sampai kali ini ga dapet stiker nya ??
farellavaurel;4;Bagus, mohon maaf belum bisa foto barangnya karena masih di loundry
haikko_msglow;4;aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa bagus pake buangettttt
p*****k;4;zuzur jahitanny agak kurang rapi untuk hrg 350rb?? dasar ny hmmm...not special but not bad too... untung dpt flash sale jd hrgany turun drastissss tis tis tis... thx erigo slalu adain sale bsar2an??
zainy019;4;Wahh bagus banget ni baju keren,original emang bagus produk ERIGO gak nyesal beli
zainy019;4;Wahh bagus banget ni baju keren,original emang bagus produk ERIGO gak nyesal beli
irmasutanti1989;4;Maaf pake video lain....karena belum sempat midioin... Biar dpaat koin aja
zainy019;4;Wahh bagus banget ni baju keren,original emang bagus produk ERIGO gak nyesal beli
irmasutanti1989;4;Maaf pake video lain....karena belum sempat midioin... Biar dpaat koin aja
n*****2;4;Selalu suka sama produk erigo. Cuma ya gitu masa kemasnya makan waktu 3 harian baru di kirim. Semoga bisa lebih cepet lagi yesss.
zainy019;4;Wahh bagus banget ni baju keren,original emang bagus produk ERIGO gak nyesal beli
irmasutanti1989;4;Maaf pake video lain....karena belum sempat midioin... Biar dpaat koin aja
n*****2;4;Selalu suka sama produk erigo. Cuma ya gitu masa kemasnya makan waktu 3 harian baru di kirim. Semoga bisa lebih cepet lagi yesss.
irmasutanti1989;4;Maaf pake video lain....karena belum sempat midioin... Biar dpaat koin aja
n*****2;4;Selalu suka sama produk erigo. Cuma ya gitu masa kemasnya makan waktu 3 harian baru di kirim. Semoga bisa lebih cepet lagi yesss.
n*****2;4;Selalu suka sama produk erigo. Cuma ya gitu masa kemasnya makan waktu 3 harian baru di kirim. Semoga bisa lebih cepet lagi yesss.
yusufamin22;4;Bagussss, original, pengiriman cepatt, recomend lahh??
riyansahroni;4;Pengemasan nya lama padahal buat kado.
riyansahroni;4;Pengemasan nya lama padahal buat kado.
lailalestari99;4;Barangnya sampai dengan cepat terima kasih
lailalestari99;4;Barangnya sampai dengan cepat terima kasih
1992_07_25;4;Barang smpai degn aman ????
k*****h;4;Good si,but pesen XL dikirim XXL berasa jadi sumo Jepang dipakenya-_semoga semakin membaik dan lebih teliti lagi
hojariah26;4;Pesn xl kenapa dikirm L
s*****e;4;Kualitas premium dan tidak mengecewakan harga dan kualitas terbaik
nadyaangelinasiregar;4;"Bahan nya baguss bgt dahh gitu tebel
Tpi sayang nya mengapa baju nya gadak labell nya??"
fauzannadhir1234567890;4;alhamdulilah paket sudah dateng dengan cepat bagus banget makasih erigo??????
fauzannadhir1234567890;4;alhamdulilah paket sudah dateng dengan cepat bagus banget makasih erigo??????
adiyaya21;4;Bahan lembut , bahan sesuai keinginan saya 
n*****h;4;"Pesanan sesuai dg pict bagus ?? 
"
redoaladnan;4;Mantep lah tidak mengecewakan
srf_modified;4;"Okeh lah buat produk lokal, ukurannya kegedean ??
Otw order lagi dah ??mantap"
aguszunus_;4;siipp sesuai pesanan.
n*****a;4;baguss
redoaladnan;4;Mantep lah tidak mengecewakan
intanncahyaaa;4;Pengiriman nya cepet , barang nya juga bagus bangettttt,??
uswatun_gunawan;4;Mantap ??
anwar18032001;4;Sangat bagus bg bahan tebal
gaalihhhhh;4;Pengiriman cepat dan barangnya bagus
suhartono97xx;4;Ga usah ragu kualitas di jamin original.. .
riaqyuer;4;"Bahannya bagusss tebel lembuttt gtooo 

Barang datang sesuai pesanann okeee"
oliviasyafhitrie;4;Produk erigo emang gak pernah ngecewain dahh.. suka banget
afdhalkdj1998;4;Pada panthera dan belajar dari sesuatu untuk nggak ada  tu kan udah punya yg di japuik dan Sabar itu aja sih yg ga ada dua jenis kelamin dengan bidikasih dan belajar dari sesuatu untuk nggak ada tu kan udah punya yg di japuik dan Sabar itu aja
khansaathaya30;4;jahitannya ada yg kurang rapi di bagian pergelangan tangan
afdhalkdj1998;4;Pada panthera dan belajar dari sesuatu untuk nggak ada  tu kan udah punya yg di japuik dan Sabar itu aja sih yg ga ada dua jenis kelamin dengan bidikasih dan belajar dari sesuatu untuk nggak ada tu kan udah punya yg di japuik dan Sabar itu aja
khansaathaya30;4;jahitannya ada yg kurang rapi di bagian pergelangan tangan
dedeicha19;4;Cepet banget datangnya pesen kemaren sekarang udah dateng aja, bahannya bagus halus banget, cuma aga kebesaran aja harusnya ukuran L ,tapi gapapa suka ??????
yogigoday123;4;"Bahan ny bagus tebal enak di pakai adem ....
Sesuai pesanan...."
d*****a;4;Bahannya lembut, adem, prosesnya jugaa cepet. 2x beli gak ngecewaiin.
dedeicha19;4;Cepet banget datangnya pesen kemaren sekarang udah dateng aja, bahannya bagus halus banget, cuma aga kebesaran aja harusnya ukuran L ,tapi gapapa suka ??????
d*****a;4;Bahannya lembut, adem, prosesnya jugaa cepet. 2x beli gak ngecewaiin.
dedeicha19;4;Cepet banget datangnya pesen kemaren sekarang udah dateng aja, bahannya bagus halus banget, cuma aga kebesaran aja harusnya ukuran L ,tapi gapapa suka ??????
dedeicha19;4;Cepet banget datangnya pesen kemaren sekarang udah dateng aja, bahannya bagus halus banget, cuma aga kebesaran aja harusnya ukuran L ,tapi gapapa suka ??????
r*****2;4;Pembelian pertama, untuk kualitas super duper bagus. Pengemasan dan pengiriman gercep bgt. Pas beli padahal free totebag, tapi pas dibuka paketnya gaada, yowesla rapopo??
sriwahdini_13;4;Kerenla pokonya adem, murah meriahhhhhh ahh mantapppppppoll
dikylesmanan;4;Barang bagus sesuai di Poto untuk ukuran L pas banget cocok buat saya
dikylesmanan;4;Barang bagus sesuai di Poto untuk ukuran L pas banget cocok buat saya
dikylesmanan;4;Barang bagus sesuai di Poto untuk ukuran L pas banget cocok buat saya
vieqo_sahab;4;Sweatshirt ny sudh nyampe dengan aman, bagus dan suka tentuny, dapat sticker juga, makasih ??
park_seojoon26;4;Mantap barang nyampee dengan selamst bahann sesuai
ryanlemonti;4;Brang Bagus walaupun warna ga sesuai dngan pesanan gpp lh
park_seojoon26;4;Mantap barang nyampee dengan selamst bahann sesuai
ryanlemonti;4;Brang Bagus walaupun warna ga sesuai dngan pesanan gpp lh
park_seojoon26;4;Mantap barang nyampee dengan selamst bahann sesuai
ryanlemonti;4;Brang Bagus walaupun warna ga sesuai dngan pesanan gpp lh
park_seojoon26;4;Mantap barang nyampee dengan selamst bahann sesuai
ryanlemonti;4;Brang Bagus walaupun warna ga sesuai dngan pesanan gpp lh
r*****e;4;Bagus bangettt oeder kedua kalinya
r*****e;4;Bagus bangettt oeder kedua kalinya
salmayyantiii;4;Kurang memuaskan tidak sesuai ekspektasi
r*****e;4;Bagus bangettt oeder kedua kalinya
salmayyantiii;4;Kurang memuaskan tidak sesuai ekspektasi
r*****e;4;Bagus bangettt oeder kedua kalinya
salmayyantiii;4;Kurang memuaskan tidak sesuai ekspektasi
rizqiani02;4;pengiriman lumayan lama mngkin karena efek dari adanya 6.6 kemarin jadi over load, tapi tak apa lah barang mendarat dengsn selamat, belum di coba sih, beli ukuran l untuk si doi tpi gk tau kbesarn apa enggk soalny kykny sih untuk ukuran l nya besar, hrusny m yowes lah gk popo, sekses ters buat erigo
salmayyantiii;4;Kurang memuaskan tidak sesuai ekspektasi
rizqiani02;4;pengiriman lumayan lama mngkin karena efek dari adanya 6.6 kemarin jadi over load, tapi tak apa lah barang mendarat dengsn selamat, belum di coba sih, beli ukuran l untuk si doi tpi gk tau kbesarn apa enggk soalny kykny sih untuk ukuran l nya besar, hrusny m yowes lah gk popo, sekses ters buat erigo
rizqiani02;4;pengiriman lumayan lama mngkin karena efek dari adanya 6.6 kemarin jadi over load, tapi tak apa lah barang mendarat dengsn selamat, belum di coba sih, beli ukuran l untuk si doi tpi gk tau kbesarn apa enggk soalny kykny sih untuk ukuran l nya besar, hrusny m yowes lah gk popo, sekses ters buat erigo
s*****8;4;Terima kaish barang sudah sampai dgn selamat, next order lagi. Pengiriman chkup baik, pengemasan rapi, dapet stiker pula didalamnya, tapi sayangnya mau tukar size gabisa, gede bgt di aku pdhl aku biasa pakai LD 120cm ketat, ini pakai size XL besar sekali, next lbh diperhatikan LD nya ya lak
ettyospbun;4;"NEW AND LIMITED!!  GISELA JEANS
Jeans, jenis celana yang digunakan oleh semua orang .Satu kelebihan jeans yang luar biasa adalah kemampuannya untuk membaur dengan baik di situasi formal dan informal. Jeans nyaman dipakai ke mana saja dan di mana saja, membuat hampir tidak ada orang yang tidak pernah"
geztyqueen;4;Bagus ngvjkghknhjugchkjgghgjkjgcjjgghjjnnnnnn no bbnmnbbbnnnmmkj hvnmnvnmmmjnj hbjnghjk ghjjkkkk bgjffhjkkghdsshkkfnkgfjngjjkngdddhkkvvfgjjhdghhh gcbjkhfjkkikhhhhkkoijjjijhjjjiikooojhhgvvghffggghhjgfghjkikgfghjkjhggfgghgfrttyuiiiuuyytttttrttttttyyuiiiutttyyuuuyttfguijjjjhgyyiijvghjkhvvghfdrt bgjjkjf
siwilukita;4;Produk lumayan lah, sampe dengan selamat.Tengkyu  ya ????????.
jiwanasatria;4;Paket sudah mendarat dengan selamat, barangnya oke banget, ini sudah orderan kedua kalinya dan tidak pernah mengecewakan. Pengirimanya juga cepat. 2 hari sudah sampai. Terimakasih
jiwanasatria;4;Paket sudah mendarat dengan selamat, barangnya oke banget, ini sudah orderan kedua kalinya dan tidak pernah mengecewakan. Pengirimanya juga cepat. 2 hari sudah sampai. Terimakasih
miratushafida123;4;Pengemasan dan pengiriman cepat banget....tpi kalo beli erigo emang rada bingung pilih size, pake L kebesaran kalo pake M kekecilan, tapi gpp barangnya bagus bgt terimakasih 
dee.tri;4;Barang datang sesuai orderan, bahannya bagus.. Pas beli pas diskon, ukuran juga pas bagus dipake, makaasih seller................................................. ...........
jiwanasatria;4;Paket sudah mendarat dengan selamat, barangnya oke banget, ini sudah orderan kedua kalinya dan tidak pernah mengecewakan. Pengirimanya juga cepat. 2 hari sudah sampai. Terimakasih
miratushafida123;4;Pengemasan dan pengiriman cepat banget....tpi kalo beli erigo emang rada bingung pilih size, pake L kebesaran kalo pake M kekecilan, tapi gpp barangnya bagus bgt terimakasih 
ferry_erviyana.vivi.;4;3128465200 jb knh bjk mbk kjbknm bjb buat sebanyak-banyaknya agar kesempatan menang
sishanti;4;Plis bgt mnta tolong aturan print barangnya jgn di tempel di pelastik erigo lgsg dong huhu kalo bisa packing dobel ama pelasikpun gpp. Karna ini pesenan org jadi ada yg kurang kalo ga ada plastik erigonya ??
utamiagustin2015;4;Yang ukuran S salah tulisannya,,, sebenarnya sama kayak yg ukuran L itu tulisan lengkap ERIGO bukan ERG... 
mutianiii20;4;Bagus sih.. Barang sesuai pesanan dan Cepat sampai nya juga, kurirnya ramah dan packing rapih. Tapi tipis bgt ya ternyata bahannya kurang sesuai sama harga nyaaaaa?????? maaf ya jadi dikasih bintang 4 aja
d*****a;4;"Bahan adem, bagus lah, cuma ada minus sedikit di jaitannya
Terimakasih"
t*****_;4;Barang lumayan, pengiriman cepet banget, asli cepet banget cuma ya gitu kaya agak kurang puas sm barang nya??
lelifdh;4;Sumpah bagus bangetttttttttttttttt ttttttttttttttttttttttttttttttttttt ttttttttttttttttttttttttttttttttt ttttttttttttttttttttttttttttttttttttttttttttttttttt
kimyansoo;4;"Baju ny bagus , maap ga bisa foto soalny udh di bawa ??
KK ny ramah , aku suka 
Cpt bngt ngerespon 
I like ??
Thanks Erigo ??"
syalbinaazzalika;4;Kekecilann mau dibatalin untuk pilih ukuran yg lebih besar gabisaa dkriimnyaa yg kecill aja pdhal udh blg kirim yg ukuran L klo ga mau dibatalin
syalbinaazzalika;4;Kekecilann mau dibatalin untuk pilih ukuran yg lebih besar gabisaa dkriimnyaa yg kecill aja pdhal udh blg kirim yg ukuran L klo ga mau dibatalin
a*****a;4;Gilss bahannya tebel terus warnanya juga pas bgt sama ekspektasi saya. Barang dikirim cepet so far suka bangettt.. semoga punya rezeki buat beli lagi disini xixixi
a*****a;4;Gilss bahannya tebel terus warnanya juga pas bgt sama ekspektasi saya. Barang dikirim cepet so far suka bangettt.. semoga punya rezeki buat beli lagi disini xixixi
irasusanti526;4;Produknya bagussss bangett dan pengiriman dari toko nya sangat cepaaat. Suami ku sukaaaaa memang terpercaya deh erigoo ini ??
oktapianidevi2;4;Kualitas produk baik, produk original, harga produk baik, kecepatan pengiriman baik respon penjual baik
y*****3;4;Barangnya bagus TAPI TIDAK SESUAI PESANAN. Pesennya yg Sweatshirt Zuka Olive tp yg dateng Sweatshirt Nozomi :( sedih sih karena gak sesuai meskipun cuma beda tulisan doang :(((
samshalter;4;"Mantab, barang sesuai pesanan dong, pengiriman cepat biarpin mao lebaran gini. Ahhh sukaaa
Terima kasihhh thank you somuchhhh"
ririn.alianda19;4;Packing okee, pengirimannya cepet bgtttttt????????
m*****0;4;mantapp barang udah sampai dengan selamat, kurirnya kurang baik, membagongkan sedikit.
m*****0;4;mantapp barang udah sampai dengan selamat, kurirnya kurang baik, membagongkan sedikit.
gift_byann;4;pengiriman sangat cepat walau dari luae negeri dan barang sangat bagus
s*****7;4;Kesel sih sebenernya karena udah pembatalan malah tetap aja dikirim, dichat pun gak ada solusi, bahan bagus, tebal, untuk size cukup lah
s*****0;4;Barang original baguss tp sayangjya kegedean di Ade kuuuuuu
s*****7;4;Kesel sih sebenernya karena udah pembatalan malah tetap aja dikirim, dichat pun gak ada solusi, bahan bagus, tebal, untuk size cukup lah
s*****0;4;Barang original baguss tp sayangjya kegedean di Ade kuuuuuu
lusyastarida;4;Overall semua bagus tapi pengemasannya aja yg lama banget, semoga kedepannya bisa lebih baik. Good job
s*****0;4;Barang original baguss tp sayangjya kegedean di Ade kuuuuuu
lusyastarida;4;Overall semua bagus tapi pengemasannya aja yg lama banget, semoga kedepannya bisa lebih baik. Good job
r*****e;4;Ukuran S buat Tinggi 173 an ngepas banget,tergantung badan si klu kurusan masih enak kalo badan agak berisi gak pas 
s*****0;4;Barang original baguss tp sayangjya kegedean di Ade kuuuuuu
lusyastarida;4;Overall semua bagus tapi pengemasannya aja yg lama banget, semoga kedepannya bisa lebih baik. Good job
r*****e;4;Ukuran S buat Tinggi 173 an ngepas banget,tergantung badan si klu kurusan masih enak kalo badan agak berisi gak pas 
r*****e;4;Ukuran S buat Tinggi 173 an ngepas banget,tergantung badan si klu kurusan masih enak kalo badan agak berisi gak pas 
e*****6;4;"Barangnya lumayan lama sampai nya tapi gak papa penting sudah datang dg selamat barangnya
Makasihh"
e*****6;4;"Barangnya lumayan lama sampai nya tapi gak papa penting sudah datang dg selamat barangnya
Makasihh"
wurrrri;4;Agak kecewa sedikit sih ternyata UK. M besar bgt tau digitu pilih UK. S aja hmm?? barang sesuai tebal anget, pengiriman juga cepat thx lah ????
firasania924;4;The bestttttttttttttt pengiriman cepet pake banget thank u ??????
papahrofi;4;Sesuai permintaan, bahan nya tebal cuma salah pesan harus nya pesan ukuran L, tp masih bisa di pake walaupun ukuran nya pas²an
shendry784;4; Barang ok, bahan nya tebal, pokok nya tidak mengecewa kan . Pengiriman pun cepat, dtg tidak terduga .
papahrofi;4;Sesuai permintaan, bahan nya tebal cuma salah pesan harus nya pesan ukuran L, tp masih bisa di pake walaupun ukuran nya pas²an
shendry784;4; Barang ok, bahan nya tebal, pokok nya tidak mengecewa kan . Pengiriman pun cepat, dtg tidak terduga .
papahrofi;4;Sesuai permintaan, bahan nya tebal cuma salah pesan harus nya pesan ukuran L, tp masih bisa di pake walaupun ukuran nya pas²an
shendry784;4; Barang ok, bahan nya tebal, pokok nya tidak mengecewa kan . Pengiriman pun cepat, dtg tidak terduga .
ardisurya15;4;Bahannya si bagus, nyaman.. ukuran juga sesuai, cuman dilengan sebelah kiri ada benang yang putus, jadinya brudul
shendry784;4; Barang ok, bahan nya tebal, pokok nya tidak mengecewa kan . Pengiriman pun cepat, dtg tidak terduga .
ardisurya15;4;Bahannya si bagus, nyaman.. ukuran juga sesuai, cuman dilengan sebelah kiri ada benang yang putus, jadinya brudul
ardisurya15;4;Bahannya si bagus, nyaman.. ukuran juga sesuai, cuman dilengan sebelah kiri ada benang yang putus, jadinya brudul
ardisurya15;4;Bahannya si bagus, nyaman.. ukuran juga sesuai, cuman dilengan sebelah kiri ada benang yang putus, jadinya brudul
veronika_leli;4;Buat kado, mudah2an yg terima suka Dan cocok Dan cakep makenya
veronika_leli;4;Buat kado, mudah2an yg terima suka Dan cocok Dan cakep makenya
zaki_ahmad1008;4;Alhamdulillah pengirimannya cepat...barang bagus sesuai dengan keinginan..mantap
veronika_leli;4;Buat kado, mudah2an yg terima suka Dan cocok Dan cakep makenya
zaki_ahmad1008;4;Alhamdulillah pengirimannya cepat...barang bagus sesuai dengan keinginan..mantap
veronika_leli;4;Buat kado, mudah2an yg terima suka Dan cocok Dan cakep makenya
zaki_ahmad1008;4;Alhamdulillah pengirimannya cepat...barang bagus sesuai dengan keinginan..mantap
zaki_ahmad1008;4;Alhamdulillah pengirimannya cepat...barang bagus sesuai dengan keinginan..mantap
syilfio123;4;Kualitas bagus hanya saja mudah berbulu dibagian lengan mungkin karena ke gesek atau gimana ya, tapi bagus original erigo, warna sesuai dengan gambar
artha_24;4;Brang oke punya tpi pngiriman lama sekali smpe almtnya
syilfio123;4;Kualitas bagus hanya saja mudah berbulu dibagian lengan mungkin karena ke gesek atau gimana ya, tapi bagus original erigo, warna sesuai dengan gambar
artha_24;4;Brang oke punya tpi pngiriman lama sekali smpe almtnya
syilfio123;4;Kualitas bagus hanya saja mudah berbulu dibagian lengan mungkin karena ke gesek atau gimana ya, tapi bagus original erigo, warna sesuai dengan gambar
artha_24;4;Brang oke punya tpi pngiriman lama sekali smpe almtnya
kemall;4;"Mantap kirain ukuran S nya kecil banget ternyata pas
Pengiriman aja lumayan lama "
syilfio123;4;Kualitas bagus hanya saja mudah berbulu dibagian lengan mungkin karena ke gesek atau gimana ya, tapi bagus original erigo, warna sesuai dengan gambar
artha_24;4;Brang oke punya tpi pngiriman lama sekali smpe almtnya
kemall;4;"Mantap kirain ukuran S nya kecil banget ternyata pas
Pengiriman aja lumayan lama "
12_19_18;4;"Pengiriman cepat, admin nya ramah juga . Bahan oke , kirain gede trnyata pas untuk aku tinggi 167 bb 65
"
kemall;4;"Mantap kirain ukuran S nya kecil banget ternyata pas
Pengiriman aja lumayan lama "
12_19_18;4;"Pengiriman cepat, admin nya ramah juga . Bahan oke , kirain gede trnyata pas untuk aku tinggi 167 bb 65
"
kemall;4;"Mantap kirain ukuran S nya kecil banget ternyata pas
Pengiriman aja lumayan lama "
12_19_18;4;"Pengiriman cepat, admin nya ramah juga . Bahan oke , kirain gede trnyata pas untuk aku tinggi 167 bb 65
"
12_19_18;4;"Pengiriman cepat, admin nya ramah juga . Bahan oke , kirain gede trnyata pas untuk aku tinggi 167 bb 65
"
muktifilm_;4;"Kualitas mantap , kurir baik ,pesanan nya sih kurang tepat mesannya yg tulisan erigo dikrm cuma yg erg,ga papa lah semoga bisa lebh teliti lagi 
Erigo mantap????"
muktifilm_;4;"Kualitas mantap , kurir baik ,pesanan nya sih kurang tepat mesannya yg tulisan erigo dikrm cuma yg erg,ga papa lah semoga bisa lebh teliti lagi 
Erigo mantap????"
alldiwiraa;4;Kurang ngajar pak,brand lokal erigo emang gak ada obat,wahai anak muda istigfar ko de re de de de??
9_jeg8aidj;4;Bajunya bagus pas banget sesuai yang difoto, bajunya gak sempet foto tapi aslinya bagus banget recommended pokoknya
nittapspta13;4;Bagussssssssssssssssssassssssssssssssss,walaupun bahannya panas. Worth it untuk kantong pelajar. Semoga besok kalo beli lagi bisa di diskon 90%. Semoga jd langganan
9_jeg8aidj;4;Bajunya bagus pas banget sesuai yang difoto, bajunya gak sempet foto tapi aslinya bagus banget recommended pokoknya
nittapspta13;4;Bagussssssssssssssssssassssssssssssssss,walaupun bahannya panas. Worth it untuk kantong pelajar. Semoga besok kalo beli lagi bisa di diskon 90%. Semoga jd langganan
9_jeg8aidj;4;Bajunya bagus pas banget sesuai yang difoto, bajunya gak sempet foto tapi aslinya bagus banget recommended pokoknya
nittapspta13;4;Bagussssssssssssssssssassssssssssssssss,walaupun bahannya panas. Worth it untuk kantong pelajar. Semoga besok kalo beli lagi bisa di diskon 90%. Semoga jd langganan
a*****i;4;bagus bgt tp kegedean padahal ukuran nya m????,tp overal oke deh??
k*****o;4;Bahan halus adem
ajibayunavani;4;Joss gandosss barang sesuai ekspektasi, bahan lembut kek yang punya toko?? pokoke manteppp
gitaseptiyani;4;Uuuh sudah sampai dan baguss , tapi sayang bukan pas diskon huhu
tiwifajar31;4;Bahannya lembut , enggak panas , enak di pakai , pengiriman cepat , harganya sangat terjangkau ??
a*****y;4;Bagus sih, tapi agak besar ternyata size nya hehe mungkin harusnya ambil ukuran lebih kecil lgi
d*****_;4;Suka banget, bahanya enak dong,emang ga kaleng kaleng,next order lagi
f*****2;4;Ngga diragukan kualitas erigo emg the best ????????????????????????????
m*****l;4;Barang sudah sampai dengan utuh tanpa ada luka sedikitpun terimakasih
jozexaguz;4;Gskbus ksud lspd ndjx slsu dksl hdbb udue kaodbd dkspbr fidkrn
